Model,rmse,interval_length,coverage,mu_type,effect_type,sample_size
BART,0.320630300639346,0.758132661132884,0.992,linear,homogeneous,250
BART,0.209639487867701,0.779382654004031,1.0,linear,homogeneous,250
BART,0.210925477193783,0.759220088992429,1.0,linear,homogeneous,250
BART,0.225798515917397,0.793285750791731,1.0,linear,homogeneous,250
BART,0.289062173544282,0.837767464012985,0.964,linear,homogeneous,250
BART,0.192812623277546,0.736333479032556,1.0,linear,homogeneous,250
BART,0.266353091248688,1.00847854481765,1.0,linear,homogeneous,250
BART,0.300623185823846,0.679500963098486,1.0,linear,homogeneous,250
BART,0.361804199977856,0.769332214570466,1.0,linear,homogeneous,250
BART,0.267306909585221,0.77140141463786,1.0,linear,homogeneous,250
BART,0.316751275705259,0.772470736661309,0.884,linear,homogeneous,250
BART,0.277886401516723,0.926298821187367,1.0,linear,homogeneous,250
BART,0.20230831062199,0.714635739663755,1.0,linear,homogeneous,250
BART,0.345468675272924,0.73348925080462,1.0,linear,homogeneous,250
BART,0.230097877367405,0.822025931662846,1.0,linear,homogeneous,250
BART,0.364442542454831,0.892596621843686,0.92,linear,homogeneous,250
BART,0.365339870675179,0.774778867215554,0.968,linear,homogeneous,250
BART,0.316538483963582,0.890861474540042,1.0,linear,homogeneous,250
BART,0.39547066359753,0.895917780814825,1.0,linear,homogeneous,250
BART,0.579133276118395,0.762831596394606,1.0,linear,homogeneous,250
BART,0.194936538400012,0.721222511643383,1.0,linear,homogeneous,250
BART,0.342882782516216,0.759543515117115,1.0,linear,homogeneous,250
BART,0.270718056912131,0.890037069892293,1.0,linear,homogeneous,250
BART,0.218710735003154,0.880539155156181,0.824,nonlinear,heterogeneous,250
BART,0.295704713515061,0.892024299754683,0.788,nonlinear,heterogeneous,250
BART,0.48127470172511,0.864615429439138,0.928,nonlinear,heterogeneous,250
BART,0.429135408634933,0.76790409604306,0.848,nonlinear,heterogeneous,250
BART,0.386092575908903,0.96621777087466,0.916,nonlinear,heterogeneous,250
BART,0.550808822016254,0.929930787160978,0.876,nonlinear,heterogeneous,250
BART,0.475257114088987,0.834554104321091,0.768,nonlinear,heterogeneous,250
BART,0.353528521111858,0.964001020739283,0.94,nonlinear,heterogeneous,250
BART,0.220154735244416,0.831959601801029,0.924,nonlinear,heterogeneous,250
BART,0.275668401951834,0.906386612821697,0.884,nonlinear,heterogeneous,250
BART,0.266787604092387,0.808339715532753,0.984,nonlinear,heterogeneous,250
BART,0.282498220771235,0.797148752002856,0.872,nonlinear,heterogeneous,250
BART,0.230333883361665,0.829661709038043,0.92,nonlinear,heterogeneous,250
BART,0.533256387868188,0.92015292536408,0.892,nonlinear,heterogeneous,250
BART,0.280223547993245,1.08631350707083,0.952,nonlinear,heterogeneous,250
BART,0.395852875790074,0.834089708696671,0.904,nonlinear,heterogeneous,250
BART,0.240110956206376,0.892896472207979,0.936,nonlinear,heterogeneous,250
BART,0.283033075410962,0.823234658196956,0.928,nonlinear,heterogeneous,250
BART,0.2403421052637,0.930606040463571,0.872,nonlinear,heterogeneous,250
BART,0.217817632323611,0.780659878965636,0.884,nonlinear,heterogeneous,250
BART,0.281372342840868,0.861201373383318,0.94,nonlinear,heterogeneous,250
BART,0.462731753204588,0.769421739566618,0.852,nonlinear,heterogeneous,250
BART,0.342726179562006,0.849232452737918,0.912,nonlinear,heterogeneous,250
BART,0.292019200733881,0.835992826448284,0.944,nonlinear,heterogeneous,250
BART,0.39003732147076,0.683292516333215,0.828,nonlinear,heterogeneous,250
BART,0.325485938132764,0.879464927679122,0.868,nonlinear,heterogeneous,250
BART,0.367885075249255,0.739837864665854,0.944,nonlinear,heterogeneous,250
BART,0.297746233044923,0.975673453574513,0.916,nonlinear,heterogeneous,250
BART,0.238606389520261,0.880554283424508,0.912,nonlinear,heterogeneous,250
BART,0.229943460807764,0.884969699982816,0.884,nonlinear,heterogeneous,250
BART,0.219341012385101,0.842957379667779,0.904,nonlinear,heterogeneous,250
BART,0.262847033771404,0.984628747654109,0.888,nonlinear,heterogeneous,250
BART,0.254497342175167,0.857651763289085,0.88,nonlinear,heterogeneous,250
BART,0.31130622162929,0.847508283089541,0.912,nonlinear,heterogeneous,250
BART,0.389558960611038,0.807863930068556,0.928,nonlinear,heterogeneous,250
BART,0.238404572154948,0.873878329855244,0.864,nonlinear,heterogeneous,250
BART,0.379741762246829,0.955331615703779,0.92,nonlinear,heterogeneous,250
BART,0.254582025576337,0.96112817618196,0.952,nonlinear,heterogeneous,250
BART,0.679024549967194,0.964527572806353,0.908,nonlinear,heterogeneous,250
BART,0.365961484303958,0.867834602288829,0.86,nonlinear,heterogeneous,250
BART,0.240226732286872,0.89438000160524,0.964,nonlinear,heterogeneous,250
BART,0.28127517526069,0.868902051191134,0.884,nonlinear,heterogeneous,250
BART,0.292020741559851,0.801453659418716,0.912,nonlinear,heterogeneous,250
BART,0.359496098652158,0.902433585312463,0.924,nonlinear,heterogeneous,250
BART,0.285030125577869,0.930353617871945,0.896,nonlinear,heterogeneous,250
BART,0.330985147272587,0.960296676885051,0.9,nonlinear,heterogeneous,250
BART,0.495221849691573,0.749556678371461,0.9,nonlinear,heterogeneous,250
BART,0.342397154272645,0.879265801961251,0.892,nonlinear,heterogeneous,250
BART,0.42805667713328,0.830553439758356,0.892,nonlinear,heterogeneous,250
BART,0.284289258484833,1.07276811268754,0.98,nonlinear,heterogeneous,250
BART,0.219274304429776,0.822296423088542,0.876,linear,heterogeneous,250
BART,0.345010956482531,0.993018973696751,0.804,linear,heterogeneous,250
BART,0.370543116182149,0.907480669129016,0.856,linear,heterogeneous,250
BART,0.251757033361358,0.879700766487856,0.912,linear,heterogeneous,250
BART,0.482125916439675,0.996693515834099,0.696,linear,heterogeneous,250
BART,0.557135996009711,0.971617374148273,0.812,linear,heterogeneous,250
BART,0.40034126574057,0.919415703246863,0.716,linear,heterogeneous,250
BART,0.442730083807163,1.04468685055353,0.776,linear,heterogeneous,250
BART,0.320502133132553,1.11116196080398,0.74,linear,heterogeneous,250
BART,0.489606394075289,0.845967043224166,0.716,linear,heterogeneous,250
BART,0.369241496400227,0.913539323720367,0.912,linear,heterogeneous,250
BART,0.598441162854496,0.862272493977182,0.744,linear,heterogeneous,250
BART,0.409505443091715,0.814818759373355,0.808,linear,heterogeneous,250
BART,0.317184552781385,0.812446551184924,0.852,linear,heterogeneous,250
BART,0.365768540676117,1.07482815709479,0.868,linear,heterogeneous,250
BART,0.284962681489924,0.903299314928233,0.848,linear,heterogeneous,250
BART,0.273606153723327,0.884694078712439,0.888,linear,heterogeneous,250
BART,0.48171932927885,0.804489393477801,0.812,linear,heterogeneous,250
BART,0.378019898552661,0.8564562132411,0.728,linear,heterogeneous,250
BART,0.252776708904309,0.972736342021302,0.808,linear,heterogeneous,250
BART,0.402488658582701,1.03132022679402,0.812,linear,heterogeneous,250
BART,0.335575984087459,0.847543928204033,0.764,linear,heterogeneous,250
BART,0.42020251731541,0.842757695026126,0.748,linear,heterogeneous,250
BART,0.242827392127442,0.911634419196749,0.752,linear,heterogeneous,250
BART,0.70996984576502,1.07754089152513,0.82,linear,heterogeneous,250
BART,0.281725134708717,0.952329941718561,0.852,linear,heterogeneous,250
BART,0.250040304677122,0.893100385720006,0.792,linear,heterogeneous,250
BART,0.293358471582478,0.824254246558284,0.792,linear,heterogeneous,250
BART,0.23625366799219,0.899356160424694,0.904,linear,heterogeneous,250
BART,0.210747774783737,0.833806031794085,0.88,linear,heterogeneous,250
BART,0.249412574844094,0.982989195001535,0.904,linear,heterogeneous,250
BART,0.431459209016301,0.929543428352857,0.836,linear,heterogeneous,250
BART,0.271649662730298,0.852992217696483,0.904,linear,heterogeneous,250
BART,0.596286521453569,1.1733507134624,0.824,linear,heterogeneous,250
BART,0.220881144833437,0.872992460652805,0.84,linear,heterogeneous,250
BART,0.256528595125194,0.921771724992567,0.848,linear,heterogeneous,250
BART,0.274579505132604,0.914890596504072,0.888,linear,heterogeneous,250
BART,0.23727193222554,0.946764281332023,0.72,linear,heterogeneous,250
BART,0.367311274022466,1.24378033481088,0.732,linear,heterogeneous,250
BART,0.342593964924416,0.899665430373828,0.828,linear,heterogeneous,250
BART,0.439377823576641,0.910672572384316,0.796,linear,heterogeneous,250
BART,0.424424448612847,0.95822616445038,0.808,linear,heterogeneous,250
BART,0.29756038441669,1.15345003337912,0.816,linear,heterogeneous,250
BART,0.59479828109626,0.844018400494698,0.76,linear,heterogeneous,250
BART,0.614453614833362,1.04863623775509,0.828,linear,heterogeneous,250
BART,0.791731825960444,0.905523840509565,0.72,linear,heterogeneous,250
BART,0.405188097940809,0.896291799177184,0.82,linear,heterogeneous,250
BART,0.282576804061756,0.890171214579746,0.848,linear,heterogeneous,250
BART,0.64124646399869,0.851491794535184,0.772,linear,heterogeneous,250
BART,0.416865408650621,1.06898081289823,0.884,linear,heterogeneous,250
BART,0.297406786143362,0.559722142459833,0.934,nonlinear,homogeneous,500
BART,0.144268847989725,0.534794639840061,0.976,nonlinear,homogeneous,500
BART,0.125786541676134,0.497883524670706,1.0,nonlinear,homogeneous,500
BART,0.25398925250219,0.549622962326857,0.97,nonlinear,homogeneous,500
BART,0.192267915918931,0.513967253344558,0.988,nonlinear,homogeneous,500
BART,0.149441692717852,0.557321036643374,1.0,nonlinear,homogeneous,500
BART,0.144130399497963,0.50541227665417,1.0,nonlinear,homogeneous,500
BART,0.206120325450903,0.487827155375466,0.944,nonlinear,homogeneous,500
BART,0.447331755767343,0.504196177906321,0.914,nonlinear,homogeneous,500
BART,0.207114497243206,0.561809307340828,0.962,nonlinear,homogeneous,500
BART,0.267340879013706,0.585682270395425,0.862,nonlinear,homogeneous,500
BART,0.174634100993349,0.56388981964229,0.996,nonlinear,homogeneous,500
BART,0.136667178604667,0.536651010413201,1.0,nonlinear,homogeneous,500
BART,0.129585952715211,0.510035881616532,1.0,nonlinear,homogeneous,500
BART,0.186963714602974,0.504855286354801,0.998,nonlinear,homogeneous,500
BART,0.136822172648711,0.536034932534485,1.0,nonlinear,homogeneous,500
BART,0.143395361141669,0.547504611925942,1.0,nonlinear,homogeneous,500
BART,0.148610899395831,0.566432549129439,1.0,nonlinear,homogeneous,500
BART,0.199789149035422,0.504451274627836,1.0,nonlinear,homogeneous,500
BART,0.143480712291472,0.499391095629494,0.924,nonlinear,homogeneous,500
BART,0.156677182152166,0.570065123645735,1.0,nonlinear,homogeneous,500
BART,0.363344073121893,0.506817546360906,0.936,nonlinear,homogeneous,500
BART,0.206261773897885,0.523313268378429,0.962,nonlinear,homogeneous,500
BART,0.197339452303141,0.512907810170656,1.0,nonlinear,homogeneous,500
BART,0.131370431095906,0.48258825146966,1.0,nonlinear,homogeneous,500
BART,0.198014860999493,0.523518761721661,1.0,nonlinear,homogeneous,500
BART,0.138001896701817,0.473405767706852,1.0,nonlinear,homogeneous,500
BART,0.155764371349853,0.482038310194011,0.984,nonlinear,homogeneous,500
BART,0.182278710690562,0.472362921372582,1.0,nonlinear,homogeneous,500
BART,0.145850977219121,0.54237571448714,1.0,nonlinear,homogeneous,500
BART,0.191283611349902,0.56459170245912,1.0,nonlinear,homogeneous,500
BART,0.211583055879356,0.620467336002124,1.0,nonlinear,homogeneous,500
BART,0.187160801079911,0.462580457595417,1.0,nonlinear,homogeneous,500
BART,0.228936367455853,0.591562953011029,1.0,nonlinear,homogeneous,500
BART,0.257871942396187,0.523558664692569,0.996,nonlinear,homogeneous,500
BART,0.144005824951142,0.470845227576753,1.0,nonlinear,homogeneous,500
BART,0.201500094378758,0.4939811001461,1.0,nonlinear,homogeneous,500
BART,0.282667214352806,0.517357244697147,0.978,nonlinear,homogeneous,500
BART,0.136091224072354,0.510179894534557,1.0,nonlinear,homogeneous,500
BART,0.189495408870454,0.532523207848766,0.984,nonlinear,homogeneous,500
BART,0.15533183067163,0.551619398021581,1.0,nonlinear,homogeneous,500
BART,0.14603917567648,0.506345849022569,0.99,nonlinear,homogeneous,500
BART,0.12686631010934,0.477386520317659,0.966,nonlinear,homogeneous,500
BART,0.153213241293502,0.559119577470224,1.0,nonlinear,homogeneous,500
BART,0.145016009337539,0.538838129757577,1.0,nonlinear,homogeneous,500
BART,0.122279751758746,0.463260461407532,1.0,nonlinear,homogeneous,500
BART,0.188662749432258,0.541270143709712,0.994,nonlinear,homogeneous,500
BART,0.139465521065792,0.516259907833516,1.0,nonlinear,homogeneous,500
BART,0.142644148097574,0.527197027534319,1.0,nonlinear,homogeneous,500
BART,0.148691362781204,0.46872803533553,0.966,nonlinear,homogeneous,500
BART,0.19660990718317,0.61282377439196,0.822,linear,homogeneous,500
BART,0.295900677553793,0.506967249514564,0.998,linear,homogeneous,500
BART,0.1285405377605,0.515555965356175,0.998,linear,homogeneous,500
BART,0.144724616430255,0.528803065386635,1.0,linear,homogeneous,500
BART,0.203213280147271,0.595329737061023,0.958,linear,homogeneous,500
BART,0.234232810954091,0.589099485829536,1.0,linear,homogeneous,500
BART,0.281589903451456,0.498892262611391,1.0,linear,homogeneous,500
BART,0.167762294281948,0.56571518052583,0.982,linear,homogeneous,500
BART,0.181203596512992,0.492881565983143,0.972,linear,homogeneous,500
BART,0.206216570976851,0.609229869304641,1.0,linear,homogeneous,500
BART,0.16320876503211,0.582062975180941,0.994,linear,homogeneous,500
BART,0.231611760460804,0.564862410085329,0.978,linear,homogeneous,500
BART,0.166609695259575,0.562293329285721,1.0,linear,homogeneous,500
BART,0.253880587341523,0.547478247197031,0.972,linear,homogeneous,500
BART,0.229708729404458,0.576642038050058,0.994,linear,homogeneous,500
BART,0.186009758842136,0.536224694616601,0.996,linear,homogeneous,500
BART,0.187267335124486,0.562339614545029,0.98,linear,homogeneous,500
BART,0.204516515483613,0.51476743669107,0.998,linear,homogeneous,500
BART,0.126494505772053,0.4896041939349,0.996,linear,homogeneous,500
BART,0.169085657040627,0.498470779205264,1.0,linear,homogeneous,500
BART,0.248450069091126,0.581595667473612,0.994,linear,homogeneous,500
BART,0.380617806223054,0.494608985323322,0.856,linear,homogeneous,500
BART,0.18655448080707,0.509407649269761,1.0,linear,homogeneous,500
BART,0.204086460433028,0.545741298837376,1.0,linear,homogeneous,500
BART,0.313216030379055,0.515978400647043,0.982,linear,homogeneous,500
BART,0.159693799589606,0.563667857732935,0.998,linear,homogeneous,500
BART,0.152208553660859,0.524495231423928,0.994,linear,homogeneous,500
BART,0.168246183483359,0.535317272854519,0.972,linear,homogeneous,500
BART,0.152801910073287,0.453666243912962,0.958,linear,homogeneous,500
BART,0.215508230822799,0.545764051012338,0.964,linear,homogeneous,500
BART,0.19404973426336,0.602225861248049,1.0,linear,homogeneous,500
BART,0.232813877387658,0.544077464823039,0.976,linear,homogeneous,500
BART,0.149477987309211,0.485589175843557,0.984,linear,homogeneous,500
BART,0.204076375987067,0.588657483306649,0.998,linear,homogeneous,500
BART,0.239055699273116,0.55310950223796,0.996,linear,homogeneous,500
BART,0.31250060836068,0.50727762449572,0.908,linear,homogeneous,500
BART,0.162874598863469,0.495543282072371,1.0,linear,homogeneous,500
BART,0.168338580914566,0.556661883824799,0.942,linear,homogeneous,500
BART,0.194186770467529,0.503860513005308,0.996,linear,homogeneous,500
BART,0.134604177004068,0.516113354897377,1.0,linear,homogeneous,500
BART,0.148308173763192,0.579592984186694,1.0,linear,homogeneous,500
BART,0.146433237555583,0.480113150836581,1.0,linear,homogeneous,500
BART,0.163026160322735,0.539619971696315,0.938,linear,homogeneous,500
BART,0.174894846336368,0.515211958136255,1.0,linear,homogeneous,500
BART,0.256741513690348,0.521179036482444,0.984,linear,homogeneous,500
BART,0.198323275607848,0.53020113249439,1.0,linear,homogeneous,500
BART,0.211225656689401,0.526591550052926,0.972,linear,homogeneous,500
BART,0.386502259837779,0.531504688765583,0.904,linear,homogeneous,500
BART,0.482391616221176,0.55812544779037,0.918,linear,homogeneous,500
BART,0.134307797964313,0.492386374383927,1.0,linear,homogeneous,500
BART,0.206006714369815,0.618846053053421,0.898,nonlinear,heterogeneous,500
BART,0.19282409332631,0.546996681748375,0.924,nonlinear,heterogeneous,500
BART,0.13670261826489,0.525631035013418,0.962,nonlinear,heterogeneous,500
BART,0.208758459055887,0.562713772465487,0.904,nonlinear,heterogeneous,500
BART,0.15585552731902,0.551472379095533,0.876,nonlinear,heterogeneous,500
BART,0.177054664155835,0.662813314567747,0.87,nonlinear,heterogeneous,500
BART,0.197539211382691,0.590805401671895,0.912,nonlinear,heterogeneous,500
BART,0.215182044925462,0.519929558174428,0.9,nonlinear,heterogeneous,500
BART,0.466871471449202,0.545714302030174,0.778,nonlinear,heterogeneous,500
BART,0.197407920194149,0.665707582219789,0.916,nonlinear,heterogeneous,500
BART,0.219896750704092,0.546735356299462,0.872,nonlinear,heterogeneous,500
BART,0.203529015870743,0.637249228346336,0.928,nonlinear,heterogeneous,500
BART,0.157484244513969,0.565905283408395,0.924,nonlinear,heterogeneous,500
BART,0.140214144242528,0.523794320931786,0.942,nonlinear,heterogeneous,500
BART,0.277008492685435,0.585379967635579,0.864,nonlinear,heterogeneous,500
BART,0.145987009438672,0.554226416997399,0.932,nonlinear,heterogeneous,500
BART,0.168626942729181,0.601662451482782,0.942,nonlinear,heterogeneous,500
BART,0.169302075010147,0.609860627421401,0.94,nonlinear,heterogeneous,500
BART,0.233063514340706,0.542934834372607,0.88,nonlinear,heterogeneous,500
BART,0.14907892326684,0.518198372161134,0.85,nonlinear,heterogeneous,500
BART,0.176215630063996,0.634010761919056,0.97,nonlinear,heterogeneous,500
BART,0.397009299701959,0.506051387180729,0.878,nonlinear,heterogeneous,500
BART,0.165902989298925,0.503151232111225,0.882,nonlinear,heterogeneous,500
BART,0.19984853255644,0.557904589054098,0.896,nonlinear,heterogeneous,500
BART,0.183375267313248,0.54754953645345,0.904,nonlinear,heterogeneous,500
BART,0.228860161931747,0.574254038025621,0.954,nonlinear,heterogeneous,500
BART,0.186026433170977,0.544735384672519,0.916,nonlinear,heterogeneous,500
BART,0.174559765248601,0.556202681616644,0.922,nonlinear,heterogeneous,500
BART,0.234052517838061,0.483689227086258,0.884,nonlinear,heterogeneous,500
BART,0.16907045319818,0.590953291964071,0.958,nonlinear,heterogeneous,500
BART,0.15847116015486,0.61627032789013,0.882,nonlinear,heterogeneous,500
BART,0.223503587455165,0.622779900914831,0.918,nonlinear,heterogeneous,500
BART,0.176404928375158,0.462426809925741,0.964,nonlinear,heterogeneous,500
BART,0.210134913153763,0.586014304971376,0.91,nonlinear,heterogeneous,500
BART,0.31939058094865,0.593569515359418,0.876,nonlinear,heterogeneous,500
BART,0.17537181987716,0.540751708019939,0.924,nonlinear,heterogeneous,500
BART,0.184636448842346,0.536224688999761,0.898,nonlinear,heterogeneous,500
BART,0.395226235676472,0.524529002841252,0.866,nonlinear,heterogeneous,500
BART,0.189594139875706,0.527791144381902,0.91,nonlinear,heterogeneous,500
BART,0.229811110369601,0.54306461996201,0.954,nonlinear,heterogeneous,500
BART,0.139801009172774,0.533385959165671,0.904,nonlinear,heterogeneous,500
BART,0.216162310281992,0.553075317607098,0.95,nonlinear,heterogeneous,500
BART,0.15930364072365,0.542722979033488,0.888,nonlinear,heterogeneous,500
BART,0.154188379691048,0.596983745161135,0.934,nonlinear,heterogeneous,500
BART,0.210090874398653,0.554204577752748,0.916,nonlinear,heterogeneous,500
BART,0.163777595613395,0.585689156522028,0.91,nonlinear,heterogeneous,500
BART,0.212340846098468,0.542154244479974,0.95,nonlinear,heterogeneous,500
BART,0.200157454883025,0.590969990013181,0.946,nonlinear,heterogeneous,500
BART,0.173905626890239,0.600739788366857,0.904,nonlinear,heterogeneous,500
BART,0.155186641910183,0.460446450321403,0.862,nonlinear,heterogeneous,500
BART,0.301228388070818,0.743078700879546,0.722,linear,heterogeneous,500
BART,0.260221471869207,0.564140725576137,0.856,linear,heterogeneous,500
BART,0.176867288561657,0.609040193770739,0.87,linear,heterogeneous,500
BART,0.175797650279036,0.563787145047275,0.884,linear,heterogeneous,500
BART,0.171333160769374,0.676620926839836,0.85,linear,heterogeneous,500
BART,0.189084762481087,0.592649541558029,0.798,linear,heterogeneous,500
BART,0.211599592497429,0.53265845333717,0.886,linear,heterogeneous,500
BART,0.212621497982225,0.614109229205522,0.882,linear,heterogeneous,500
BART,0.244051792967087,0.625703249034295,0.904,linear,heterogeneous,500
BART,0.211489176624778,0.704998938837363,0.894,linear,heterogeneous,500
BART,0.31041004323321,0.628507233122463,0.824,linear,heterogeneous,500
BART,0.344017594903637,0.582352996414462,0.816,linear,heterogeneous,500
BART,0.216924550119869,0.60263626384413,0.884,linear,heterogeneous,500
BART,0.207093321386535,0.605541595807559,0.858,linear,heterogeneous,500
BART,0.423701785635087,0.60452418687335,0.792,linear,heterogeneous,500
BART,0.177997076765951,0.614378917440696,0.83,linear,heterogeneous,500
BART,0.224954937064335,0.64949163149883,0.848,linear,heterogeneous,500
BART,0.346619004506415,0.574356582963916,0.844,linear,heterogeneous,500
BART,0.164826197528118,0.586187218735483,0.89,linear,heterogeneous,500
BART,0.212632688209554,0.545741972537115,0.812,linear,heterogeneous,500
BART,0.432951772454152,0.652935104174002,0.83,linear,heterogeneous,500
BART,0.435799400823821,0.517173833984016,0.898,linear,heterogeneous,500
BART,0.155884016724107,0.603278119028938,0.92,linear,heterogeneous,500
BART,0.223185301797993,0.574449333671263,0.944,linear,heterogeneous,500
BART,0.172928410274016,0.600447763567986,0.852,linear,heterogeneous,500
BART,0.182306599538553,0.608105744511755,0.868,linear,heterogeneous,500
BART,0.142344841206663,0.522548232104123,0.906,linear,heterogeneous,500
BART,0.238928588775971,0.597317569483887,0.812,linear,heterogeneous,500
BART,0.369972509202849,0.559563945716394,0.86,linear,heterogeneous,500
BART,0.15701526581203,0.554928888361765,0.904,linear,heterogeneous,500
BART,0.367079893586147,0.615753380610649,0.84,linear,heterogeneous,500
BART,0.221340150449547,0.599321184596439,0.806,linear,heterogeneous,500
BART,0.175318329161701,0.546597281641526,0.968,linear,heterogeneous,500
BART,0.250984464574788,0.640205764657139,0.848,linear,heterogeneous,500
BART,0.226341435709453,0.542581064146325,0.798,linear,heterogeneous,500
BART,0.26828127336565,0.513471846311568,0.842,linear,heterogeneous,500
BART,0.141361249551795,0.570282566870684,0.918,linear,heterogeneous,500
BART,0.163835763095988,0.660546614140231,0.866,linear,heterogeneous,500
BART,0.194969817407082,0.553464253089428,0.896,linear,heterogeneous,500
BART,0.165333428889425,0.598246089538486,0.88,linear,heterogeneous,500
BART,0.252423393544352,0.643016030162676,0.84,linear,heterogeneous,500
BART,0.227953774016418,0.537808725326267,0.906,linear,heterogeneous,500
BART,0.24923833052737,0.578446820549623,0.912,linear,heterogeneous,500
BART,0.183637406676397,0.595425198965348,0.91,linear,heterogeneous,500
BART,0.214841717448304,0.597435027556058,0.926,linear,heterogeneous,500
BART,0.267531384866348,0.59412888071634,0.878,linear,heterogeneous,500
BART,0.25063997457939,0.635653628573365,0.886,linear,heterogeneous,500
BART,0.337014347886014,0.648106631928397,0.812,linear,heterogeneous,500
BART,0.425576643681611,0.637029068907519,0.876,linear,heterogeneous,500
BART,0.152657596411097,0.59270141691464,0.84,linear,heterogeneous,500
