"sample_size","effect_type","mu_type","rmse_ate","cover_ate","len_ate","rmse_cate"
"250","homogeneous","nonlinear","0.236859136657851","1","0.885417396169451","0.397012426497943"
"250","homogeneous","nonlinear","0.206056900258707","1","0.786922859362146","0.355408365440069"
"250","homogeneous","nonlinear","0.225724248729933","1","0.825674782540013","0.261177068390965"
"250","homogeneous","nonlinear","0.204039166276158","1","0.798500995660506","0.418869555346101"
"250","homogeneous","nonlinear","0.212067678061335","1","0.820005887347881","0.35521973996376"
"250","homogeneous","nonlinear","0.316420172546544","1","0.85443189249067","0.352153422861364"
"250","homogeneous","nonlinear","0.263313503711937","1","0.892997503091436","0.378872622718293"
"250","homogeneous","nonlinear","0.20399205381073","1","0.786803623194921","0.351262445397506"
"250","homogeneous","nonlinear","0.231085743312283","1","0.786275647326787","0.392191431249458"
"250","homogeneous","nonlinear","0.219161358375079","1","0.83909076582638","0.349880943926605"
"250","homogeneous","nonlinear","0.262091148321295","1","0.850140702006622","0.314933311479003"
"250","homogeneous","nonlinear","0.26424705889316","1","0.862171402101341","0.371479997410238"
"250","homogeneous","nonlinear","0.22975345053332","1","0.785397482312058","0.359426517802201"
"250","homogeneous","nonlinear","0.236557835551421","1","0.853627020675383","0.365057490981497"
"250","homogeneous","nonlinear","0.220688395852293","1","0.773473471450774","0.347258972965849"
"250","homogeneous","nonlinear","0.24336433425907","1","0.830400100853966","0.330635169429315"
"250","homogeneous","nonlinear","0.223669006188585","1","0.814218842669806","0.334495110917156"
"250","homogeneous","nonlinear","0.226694277310374","1","0.836678978467402","0.286246147165885"
"250","homogeneous","nonlinear","0.240622507761254","1","0.792837037857112","0.359968471213627"
"250","homogeneous","nonlinear","0.245564674765291","1","0.865945535466645","0.273906585905445"
"250","homogeneous","linear","0.211244361856495","1","0.676140917002586","0.19512735125478"
"250","homogeneous","linear","0.214358753469588","1","0.675718312836567","0.222678273486822"
"250","homogeneous","linear","0.21278715022075","1","0.651595088319957","0.215777185391832"
"250","homogeneous","linear","0.207663155127788","1","0.656928938927989","0.211643082336874"
"250","homogeneous","linear","0.211895863335635","1","0.686765108859482","0.204438044037625"
"250","homogeneous","linear","0.230603982283819","1","0.67232003302625","0.211843777271652"
"250","homogeneous","linear","0.216529554410396","1","0.658915949748206","0.224654402075091"
"250","homogeneous","linear","0.203467147832031","1","0.679550377182486","0.18403439227275"
"250","homogeneous","linear","0.221448331558348","1","0.652221747415722","0.214491590506186"
"250","homogeneous","linear","0.214100301584753","1","0.680186416901103","0.205733397325016"
"250","homogeneous","linear","0.211683720949806","1","0.672751089076742","0.194397151465098"
"250","homogeneous","linear","0.208999659466509","1","0.682533211523521","0.201327808922504"
"250","homogeneous","linear","0.231204921628557","1","0.667938382404044","0.231398616789652"
"250","homogeneous","linear","0.219880892741651","1","0.690385415926027","0.211372104312154"
"250","homogeneous","linear","0.217528646775108","1","0.681483253992155","0.229427502738742"
"250","homogeneous","linear","0.211037920061908","1","0.67469717356724","0.204104486075791"
"250","homogeneous","linear","0.219798060126961","1","0.677918299236536","0.217865128986827"
"250","homogeneous","linear","0.227863640831604","1","0.690404915251989","0.21311339630889"
"250","homogeneous","linear","0.214789562286612","1","0.672730768693548","0.21609434898796"
"250","homogeneous","linear","0.212322785743406","1","0.66050919313395","0.208140702287647"
"250","heterogeneous","nonlinear","0.266329666472546","0.94","0.984617942053175","1.42075348163049"
"250","heterogeneous","nonlinear","0.279255224756564","0.932","1.01624105007367","1.37332999039793"
"250","heterogeneous","nonlinear","0.247741321748299","0.928","0.866509223663531","1.43223028590559"
"250","heterogeneous","nonlinear","0.272899118726785","0.932","0.998287962886642","1.4517964864743"
"250","heterogeneous","nonlinear","0.279817648697576","0.956","0.969855941839571","1.43365016042638"
"250","heterogeneous","nonlinear","0.35355048135596","0.936","1.03883032466532","1.36614281929516"
"250","heterogeneous","nonlinear","0.257211840121142","0.916","0.987359907529658","1.46264933154766"
"250","heterogeneous","nonlinear","0.359069607453328","0.94","1.17236500669427","1.40661935119766"
"250","heterogeneous","nonlinear","0.268210847660072","0.956","1.02319979307422","1.35581021523858"
"250","heterogeneous","nonlinear","0.291023085554779","0.952","1.05482369940432","1.43903468566582"
"250","heterogeneous","nonlinear","0.279093837728303","0.94","0.987349090991281","1.38057686786897"
"250","heterogeneous","nonlinear","0.296688540756641","0.936","1.08614166148959","1.42485356576293"
"250","heterogeneous","nonlinear","0.281509947157559","0.948","1.07171970047554","1.41076837300626"
"250","heterogeneous","nonlinear","0.335077349514833","0.936","0.929158838782935","1.37151671319673"
"250","heterogeneous","nonlinear","0.305362731654166","0.94","0.904120508904886","1.43462528082055"
"250","heterogeneous","nonlinear","0.282923628798306","0.94","1.01902459637672","1.4482750695658"
"250","heterogeneous","nonlinear","0.287121780526642","0.932","1.04573290636689","1.45285384582764"
"250","heterogeneous","nonlinear","0.319036280752676","0.928","0.954282097735958","1.49914751826547"
"250","heterogeneous","nonlinear","0.307356887024486","0.924","0.98739140797633","1.39729621751091"
"250","heterogeneous","nonlinear","0.300058105006516","0.94","1.0962371877277","1.42379222516709"
"250","heterogeneous","linear","0.232665691504199","0.932","0.88409379347703","1.58936963581008"
"250","heterogeneous","linear","0.233247991663091","0.94","0.900199980922509","1.59829489134949"
"250","heterogeneous","linear","0.234934730185709","0.94","0.900811943985887","1.56552510109395"
"250","heterogeneous","linear","0.236864131677241","0.912","0.904714928502121","1.69854869698999"
"250","heterogeneous","linear","0.223589539112815","0.92","0.866800980076514","1.65877874504859"
"250","heterogeneous","linear","0.249139982046684","0.936","0.875736636061721","1.66360855020117"
"250","heterogeneous","linear","0.229046996717376","0.928","0.859874306206096","1.67978883304716"
"250","heterogeneous","linear","0.223411615728074","0.936","0.819793256729079","1.61372524290201"
"250","heterogeneous","linear","0.210805828647849","0.932","0.824529967358625","1.69907042977068"
"250","heterogeneous","linear","0.236426453912838","0.928","0.834284476729288","1.59159413525085"
"250","heterogeneous","linear","0.227835853562447","0.932","0.849663683234534","1.65222219785503"
"250","heterogeneous","linear","0.210891243379605","0.932","0.813863372308711","1.61309864306919"
"250","heterogeneous","linear","0.249774543362013","0.94","0.869063552407689","1.61001721393869"
"250","heterogeneous","linear","0.231424563302635","0.936","0.893214223989408","1.61894623337069"
"250","heterogeneous","linear","0.240323838934673","0.928","0.872081255823301","1.65612272532394"
"250","heterogeneous","linear","0.23127831363503","0.924","0.850499305455672","1.6388249727254"
"250","heterogeneous","linear","0.23356272130395","0.932","0.863649958263667","1.64162996779134"
"250","heterogeneous","linear","0.230096539925613","0.94","0.873555245925194","1.57791344316413"
"250","heterogeneous","linear","0.236275085574412","0.948","0.859058224531355","1.54185354637737"
"250","heterogeneous","linear","0.223577155296423","0.924","0.810347997167619","1.65751499028134"
"500","homogeneous","nonlinear","0.265242075373281","0.998","0.57877471863266","0.325732357409177"
"500","homogeneous","nonlinear","0.249441095206239","1","0.572369046623817","0.300964952181719"
"500","homogeneous","nonlinear","0.255710916598573","1","0.588961702932348","0.293383000617623"
"500","homogeneous","nonlinear","0.252096273407398","1","0.568382014205678","0.313673698706947"
"500","homogeneous","nonlinear","0.251120130870416","1","0.571370673520739","0.303510264855716"
"500","homogeneous","nonlinear","0.240919401605604","1","0.586531610821046","0.287049593545155"
"500","homogeneous","nonlinear","0.25660005290487","1","0.547968573463177","0.285266752364376"
"500","homogeneous","nonlinear","0.23226280336295","1","0.589288304994535","0.275199520954236"
"500","homogeneous","nonlinear","0.254856256710321","1","0.574286150437812","0.313901339036322"
"500","homogeneous","nonlinear","0.251113949462909","1","0.561889413363518","0.306757294878234"
"500","homogeneous","nonlinear","0.252799989837735","1","0.579433883061507","0.318884586959539"
"500","homogeneous","nonlinear","0.256015843850596","1","0.595243082278399","0.306926365352704"
"500","homogeneous","nonlinear","0.235671850306451","1","0.555646704279209","0.265023546246195"
"500","homogeneous","nonlinear","0.254865134652977","1","0.572812053569536","0.291361299634553"
"500","homogeneous","nonlinear","0.246588355903436","1","0.574826341215471","0.305416927423993"
"500","homogeneous","nonlinear","0.251359327664422","1","0.588090434139427","0.318738407555502"
"500","homogeneous","nonlinear","0.255092730180777","1","0.58205879973488","0.296108553226088"
"500","homogeneous","nonlinear","0.254520950914528","1","0.575728445810156","0.304387937780812"
"500","homogeneous","nonlinear","0.254201450303325","1","0.576520859655226","0.303669515747558"
"500","homogeneous","nonlinear","0.252443184987523","1","0.582050699821578","0.289193300034512"
"500","homogeneous","linear","0.172570293360992","0.854","0.643003371313926","0.537424886968908"
"500","homogeneous","linear","0.168290018820933","0.794","0.595534556769497","0.542843491943647"
"500","homogeneous","linear","0.165471144083334","0.782","0.59766631199003","0.545498685015154"
"500","homogeneous","linear","0.173026014912857","0.778","0.598651432084405","0.567142933331685"
"500","homogeneous","linear","0.166345971838146","0.77","0.60737351678677","0.539168980892144"
"500","homogeneous","linear","0.18068442200294","0.796","0.608156476710574","0.570529239272201"
"500","homogeneous","linear","0.164256374927716","0.804","0.605493974767099","0.55523796550305"
"500","homogeneous","linear","0.17588503566988","0.822","0.596193437749199","0.542131803417965"
"500","homogeneous","linear","0.168532249134933","0.816","0.612564867675466","0.554047144227721"
"500","homogeneous","linear","0.171440637136783","0.774","0.612167059491091","0.568100003964729"
"500","homogeneous","linear","0.166794932137049","0.788","0.611776877203777","0.562029706706052"
"500","homogeneous","linear","0.174620327849662","0.826","0.590048299939934","0.549228504128109"
"500","homogeneous","linear","0.16818023554263","0.782","0.603779645073178","0.556308470336937"
"500","homogeneous","linear","0.171999971021235","0.806","0.596706147541872","0.541596461619429"
"500","homogeneous","linear","0.179730109069532","0.79","0.616770648354426","0.573150980165968"
"500","homogeneous","linear","0.169090074324083","0.796","0.593201217484378","0.546183958595724"
"500","homogeneous","linear","0.171136256848855","0.83","0.615897146006464","0.550650276918367"
"500","homogeneous","linear","0.167475724470248","0.79","0.588110778129123","0.543253311382283"
"500","homogeneous","linear","0.168605694137749","0.8","0.589618975561897","0.554095649944527"
"500","homogeneous","linear","0.16257869024058","0.79","0.609122391780733","0.559707308027962"
"500","heterogeneous","nonlinear","0.269910336722504","0.96","0.670173971108465","0.973329041623786"
"500","heterogeneous","nonlinear","0.241947974121258","0.952","0.649782989851167","0.880315617683097"
"500","heterogeneous","nonlinear","0.249221326451146","0.95","0.637053861898366","0.970448816177337"
"500","heterogeneous","nonlinear","0.217816587485226","0.95","0.628655568736166","0.943443502645192"
"500","heterogeneous","nonlinear","0.225202887337009","0.95","0.652505034596529","0.963396560596908"
"500","heterogeneous","nonlinear","0.271786507555324","0.95","0.654696068181139","0.962894930523846"
"500","heterogeneous","nonlinear","0.24014357877085","0.96","0.652036548011082","0.940531503052548"
"500","heterogeneous","nonlinear","0.263057315386047","0.94","0.671716823836997","0.933277303136906"
"500","heterogeneous","nonlinear","0.242860591319438","0.936","0.659150433431314","0.975403988971128"
"500","heterogeneous","nonlinear","0.24846515479033","0.95","0.663093482037615","0.940759618452193"
"500","heterogeneous","nonlinear","0.268002540133708","0.95","0.664937218024268","0.942782848885655"
"500","heterogeneous","nonlinear","0.278022952141956","0.93","0.629138146116411","0.954424275082923"
"500","heterogeneous","nonlinear","0.271138956410787","0.944","0.667577036693681","0.96307640785907"
"500","heterogeneous","nonlinear","0.251483513980646","0.954","0.680532424764122","0.932708985175955"
"500","heterogeneous","nonlinear","0.246357412576101","0.94","0.662109601972599","0.960070364558441"
"500","heterogeneous","nonlinear","0.26186446850592","0.958","0.671987789782574","0.976787147400097"
"500","heterogeneous","nonlinear","0.265703016223579","0.942","0.757679812610988","0.971319037674292"
"500","heterogeneous","nonlinear","0.2532832786669","0.948","0.657991238072994","0.918786425700562"
"500","heterogeneous","nonlinear","0.217068530981292","0.95","0.643536858281655","0.972426482252058"
"500","heterogeneous","nonlinear","0.266922929169399","0.964","0.66743492382127","0.913392158309049"
"500","heterogeneous","linear","0.229362376278394","0.862","0.746243074193415","1.61415462271639"
"500","heterogeneous","linear","0.232502878397695","0.844","0.719851721407288","1.70889971556992"
"500","heterogeneous","linear","0.251632932279752","0.85","0.734447457845102","1.68014477444718"
"500","heterogeneous","linear","0.25450778795776","0.832","0.739156953726364","1.73206134863207"
"500","heterogeneous","linear","0.254383925475856","0.85","0.752872472448447","1.68669488332562"
"500","heterogeneous","linear","0.211097379095729","0.824","0.697402669036944","1.70925819530806"
"500","heterogeneous","linear","0.221390404638983","0.81","0.699799394448878","1.7015993550182"
"500","heterogeneous","linear","0.238889417959904","0.864","0.722027995531906","1.63140192248707"
"500","heterogeneous","linear","0.23331714343875","0.838","0.724883774022809","1.66274681931413"
"500","heterogeneous","linear","0.237642246327507","0.816","0.774281554697836","1.69987687860242"
"500","heterogeneous","linear","0.242157227983524","0.848","0.776654511586037","1.69609013969192"
"500","heterogeneous","linear","0.244828063323581","0.854","0.735325975474054","1.63492786370485"
"500","heterogeneous","linear","0.234445034747545","0.856","0.738927136855237","1.68960568137576"
"500","heterogeneous","linear","0.229281980536007","0.846","0.74128646532649","1.68239549915144"
"500","heterogeneous","linear","0.246758988778423","0.834","0.735521176075383","1.68371186535227"
"500","heterogeneous","linear","0.259189915323944","0.83","0.737021175937621","1.74665711863028"
"500","heterogeneous","linear","0.24761860957227","0.826","0.751731640586839","1.71793984386644"
"500","heterogeneous","linear","0.222730410373931","0.826","0.76368890769875","1.67875167765204"
"500","heterogeneous","linear","0.222891713689658","0.854","0.730114584943556","1.64166068758406"
"500","heterogeneous","linear","0.225531135219771","0.824","0.726156268615695","1.70950629182889"
